0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5
WT5,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,WT5,WT5,T4,T4,T4,WT5,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,PT4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,WT5,WT5,T4,WT5,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,T4,WT5,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,T4,T4,WT5,T4,WT5,KT4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,WT5,WT5,T4,WT5,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,WT5,WT5,T4,WT5,WT5,WT5,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,T4,T4,T4,T4,T4,KT4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,WT5,WT5,WT5,WT5,T4,WT5,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,WT5,WT5,T4,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,WT5,WT5,WT5,T4,T4,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,WT5,WT5,WT5,T4,T4,XT4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,LT4,LT4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5
