0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5
WT5,T4,T4,T4,T4,T4,WT5,E4T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,WT5,WT5,T4,T4,T4,WT5,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,PT4,T4,T4,WT5
WT5,T4,WT5,H2T4,WT5,WT5,WT5,T4,WT5,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,S4T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,R1T4,WT5,T4,WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,T4,WT5,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,T4,T4,WT5,T4,WT5,KT4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,WT5,WT5,WT5,T4,WT5,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,S4T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,WT5,WT5,T4,WT5,WT5,WT5,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,E4T4,T4,T4,T4,T4,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,H0T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,T4,T4,T4,T4,T4,WT5,T4,WT5,T4,T4,T4,T4,T4,T4,KT4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,WT5,WT5,WT5,WT5,T4,WT5,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,T4,WT5,WT5,H1T4,WT5,WT5,WT5,WT5,WT5,H0T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,H0T4,T4,WT5
WT5,T4,T4,T4,WT5,WT5,WT5,T4,T4,T4,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,T4,T4,T4,T4,E4T4,WT5,T4,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,S4T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,WT5,WT5,WT5,T4,T4,XT4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,WT5,WT5,WT5,T4,T4,T4,T4,S4T4,T4,T4,T4,T4,T4,WT5,WT5,WT5,WT5,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,LT4,LT4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,T4,T4,T4,E4T4,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,T4,T4,T4,T4,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,E4T4,T4,T4,T4,WT5
WT5,T4,T4,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5,T4,T4,T4,T4,T4,T4,T4,T4,T4,T4,WT5
WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5,WT5
