0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,PT0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,KT0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,XT0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,LT0,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,T0,T0,WT1,T0,T0,T0,T0,T0,T0,T0,T0,WT1
WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1,WT1
